"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test Description: Login with valid credentials and verify dashboard is displayed.","20322","Verify valid login to OrangeHRM","OrangeHRM Login Suite","2025-10-22","passed","2025-10-22","com.orangehrm.LoginTest","LoginTest","com.orangehrm.LoginTest","testLogin"
